order_id,fecha_pedido,departamento_destino,zona_logistica,modo_transporte,tipo_envio,distancia_km,tiempo_estimado_dias,tiempo_preparacion_horas,cantidad_productos,peso_kg,prioridad,dia_semana,carga_logistica,entrega_tardia
ORD-11405,2025-03-06,Junín,Sierra Centro,Terrestre,Estándar,456.43,4,4.11,2,4.42,Baja,Jueves,Media,0
ORD-11406,2025-02-26,Lima,Lima y Callao,Terrestre,Estándar,60.44,3,8.11,7,7.56,Alta,Miércoles,Alta,0
ORD-11407,2025-05-07,Loreto,Selva Norte,Multimodal,Estándar,1330.69,8,9.1,6,17.25,Media,Miércoles,Media,1
ORD-11408,2025-11-16,Piura,Costa Norte,Terrestre,Express,1017.78,3,8.05,5,6.08,Media,Domingo,Alta,1
ORD-11409,2025-01-01,Lima,Lima y Callao,Terrestre,Express,80.52,2,6.29,3,3.35,Media,Miércoles,Media,0
ORD-11410,2025-04-14,Madre de Dios,Selva Centro-Sur,Terrestre,Express,1156.96,4,8.14,9,9.46,Media,Lunes,Baja,1
ORD-11411,2025-01-23,Lima,Lima y Callao,Terrestre,Estándar,73.85,3,3.79,3,3.33,Media,Jueves,Alta,0
ORD-11412,2025-07-24,Lambayeque,Costa Norte,Terrestre,Express,783.14,3,6.52,3,3.79,Baja,Jueves,Alta,1
ORD-11413,2025-04-02,Piura,Costa Norte,Terrestre,Estándar,982.73,6,9.7,8,10.4,Alta,Miércoles,Media,1
ORD-11414,2025-10-17,La Libertad,Costa Norte,Terrestre,Estándar,602.55,3,5.28,4,3.35,Baja,Viernes,Media,1
ORD-11415,2025-08-02,La Libertad,Costa Norte,Terrestre,Estándar,605.14,4,6.8,6,5.1,Alta,Sábado,Media,0
ORD-11416,2025-10-14,Huánuco,Sierra Centro,Terrestre,Estándar,433.24,4,7.35,5,8.46,Media,Martes,Alta,0
ORD-11417,2025-08-20,Lima,Lima y Callao,Terrestre,Express,89.15,2,7.9,7,10.39,Baja,Miércoles,Media,0
ORD-11418,2025-06-10,Lima,Lima y Callao,Terrestre,Express,58.13,2,5.42,6,4.0,Media,Martes,Media,0
ORD-11419,2025-11-11,Lima,Lima y Callao,Terrestre,Express,131.49,2,4.64,3,4.91,Media,Martes,Media,0
ORD-11420,2025-06-23,La Libertad,Costa Norte,Terrestre,Estándar,643.44,5,5.55,5,8.43,Alta,Lunes,Baja,0
ORD-11421,2025-12-13,Callao,Lima y Callao,Terrestre,Express,36.13,2,12.6,9,12.06,Media,Sábado,Alta,0
ORD-11422,2025-12-30,Piura,Costa Norte,Terrestre,Estándar,1004.28,6,9.19,6,3.78,Media,Martes,Media,0
ORD-11423,2025-08-03,Junín,Sierra Centro,Terrestre,Estándar,263.55,3,4.72,2,1.6,Media,Domingo,Alta,0
ORD-11424,2025-09-04,Puno,Sierra Sur,Terrestre,Estándar,1333.13,8,4.87,3,4.03,Alta,Jueves,Media,1
ORD-11425,2025-04-04,Callao,Lima y Callao,Terrestre,Express,37.27,2,3.65,4,10.76,Media,Viernes,Baja,0
ORD-11426,2025-10-25,Lima,Lima y Callao,Terrestre,Express,82.96,2,5.29,5,4.43,Media,Sábado,Media,0
ORD-11427,2025-09-03,Lima,Lima y Callao,Terrestre,Mismo Día,113.19,1,5.06,3,5.09,Media,Miércoles,Baja,0
ORD-11428,2025-11-26,Moquegua,Costa Sur,Terrestre,Estándar,1220.63,6,7.87,8,7.07,Media,Miércoles,Baja,0
ORD-11429,2025-04-08,Ayacucho,Sierra Sur,Aéreo,Estándar,599.87,4,11.08,8,20.11,Media,Martes,Media,1
ORD-11430,2025-10-15,Puno,Sierra Sur,Terrestre,Express,1334.31,4,5.06,1,1.3,Media,Miércoles,Media,0
ORD-11431,2025-06-21,Lima,Lima y Callao,Terrestre,Express,96.82,2,5.8,4,3.19,Alta,Sábado,Media,0
ORD-11432,2025-03-09,Lima,Lima y Callao,Terrestre,Express,65.15,2,7.86,7,6.0,Media,Domingo,Media,0
ORD-11433,2025-03-04,Lima,Lima y Callao,Terrestre,Estándar,47.64,3,4.6,2,1.86,Media,Martes,Alta,0
ORD-11434,2025-07-25,Áncash,Costa Norte,Terrestre,Express,512.66,2,6.96,5,6.16,Media,Viernes,Media,0
ORD-11435,2025-04-27,Lima,Lima y Callao,Terrestre,Estándar,121.83,2,5.16,2,2.0,Media,Domingo,Media,0
ORD-11436,2025-02-07,Cusco,Sierra Sur,Terrestre,Express,1195.7,4,8.25,4,4.1,Media,Viernes,Alta,1
ORD-11437,2025-06-05,Ica,Costa Sur,Terrestre,Estándar,268.4,3,9.1,7,19.57,Alta,Jueves,Baja,0
ORD-11438,2025-08-27,Lima,Lima y Callao,Terrestre,Mismo Día,20.14,1,9.09,11,9.97,Media,Miércoles,Media,0
ORD-11439,2025-04-27,Lima,Lima y Callao,Terrestre,Express,80.02,2,5.32,5,6.58,Media,Domingo,Baja,0
ORD-11440,2025-12-15,Arequipa,Costa Sur,Terrestre,Express,1100.94,4,6.41,4,4.55,Alta,Lunes,Media,0
ORD-11441,2025-10-12,Arequipa,Costa Sur,Terrestre,Express,960.26,3,8.44,6,7.18,Media,Domingo,Media,0
ORD-11442,2025-07-07,Callao,Lima y Callao,Terrestre,Estándar,21.64,3,9.47,6,9.9,Media,Lunes,Alta,0
ORD-11443,2025-12-08,Callao,Lima y Callao,Terrestre,Express,17.76,2,4.17,1,0.76,Media,Lunes,Alta,0
ORD-11444,2025-06-08,Lima,Lima y Callao,Terrestre,Express,115.39,2,5.38,4,5.47,Baja,Domingo,Baja,0
ORD-11445,2025-02-20,Callao,Lima y Callao,Terrestre,Estándar,53.57,3,7.45,8,7.88,Baja,Jueves,Media,0
ORD-11446,2025-01-14,Piura,Costa Norte,Terrestre,Express,994.92,3,5.99,5,6.65,Media,Martes,Media,0
ORD-11447,2025-12-09,Callao,Lima y Callao,Terrestre,Mismo Día,16.22,1,10.46,8,8.81,Alta,Martes,Alta,0
ORD-11448,2025-12-17,Arequipa,Costa Sur,Terrestre,Express,1049.85,3,7.17,4,5.04,Baja,Miércoles,Alta,0
ORD-11449,2025-09-27,Piura,Costa Norte,Terrestre,Estándar,958.62,6,5.98,2,2.84,Alta,Sábado,Alta,0
ORD-11450,2025-02-07,Huánuco,Sierra Centro,Terrestre,Estándar,414.38,4,5.26,5,4.6,Media,Viernes,Baja,0
ORD-11451,2025-04-18,La Libertad,Costa Norte,Terrestre,Express,590.41,3,7.53,5,14.13,Alta,Viernes,Media,0
ORD-11452,2025-01-15,Tacna,Costa Sur,Terrestre,Estándar,1315.53,7,4.59,4,3.21,Media,Miércoles,Media,0
ORD-11453,2025-01-19,San Martín,Selva Norte,Terrestre,Express,1048.84,3,8.61,4,9.22,Alta,Domingo,Media,1
ORD-11454,2025-03-31,Lima,Lima y Callao,Terrestre,Express,156.82,2,4.19,5,3.39,Alta,Lunes,Media,0
ORD-11455,2025-07-28,Arequipa,Costa Sur,Terrestre,Estándar,1012.01,6,3.25,4,4.5,Alta,Lunes,Baja,0
ORD-11456,2025-01-24,Lima,Lima y Callao,Terrestre,Estándar,74.19,2,4.32,4,5.65,Media,Viernes,Media,0
ORD-11457,2025-12-26,Ucayali,Selva Centro-Sur,Multimodal,Estándar,925.84,7,4.26,2,2.04,Baja,Viernes,Media,0
ORD-11458,2025-06-16,San Martín,Selva Norte,Terrestre,Express,1119.92,4,6.56,5,4.14,Media,Lunes,Media,0
ORD-11459,2025-04-07,Arequipa,Costa Sur,Terrestre,Express,908.0,3,6.37,4,4.57,Media,Lunes,Alta,0
ORD-11460,2025-07-08,La Libertad,Costa Norte,Terrestre,Estándar,625.92,4,5.95,4,7.33,Baja,Martes,Media,0
ORD-11461,2025-10-16,Ica,Costa Sur,Terrestre,Estándar,271.2,2,3.81,3,4.16,Alta,Jueves,Media,0
ORD-11462,2025-04-25,Ayacucho,Sierra Sur,Terrestre,Estándar,599.25,4,7.73,5,13.54,Baja,Viernes,Alta,1
ORD-11463,2025-01-18,Lima,Lima y Callao,Terrestre,Express,107.78,2,4.94,2,3.02,Alta,Sábado,Media,0
ORD-11464,2025-01-19,Cusco,Sierra Sur,Terrestre,Estándar,1072.66,6,3.93,4,4.09,Media,Domingo,Baja,0
ORD-11465,2025-11-07,Ica,Costa Sur,Aéreo,Express,282.96,2,5.3,2,1.05,Alta,Viernes,Alta,0
ORD-11466,2025-02-10,Arequipa,Costa Sur,Terrestre,Estándar,966.29,6,6.05,5,3.01,Alta,Lunes,Media,1
ORD-11467,2025-08-20,Lima,Lima y Callao,Terrestre,Estándar,86.28,4,7.11,5,5.56,Media,Miércoles,Media,0
ORD-11468,2025-05-21,Cajamarca,Sierra Norte,Terrestre,Express,859.87,3,3.68,3,1.8,Media,Miércoles,Media,0
ORD-11469,2025-10-11,La Libertad,Costa Norte,Terrestre,Estándar,675.05,4,5.16,5,5.57,Baja,Sábado,Media,0
ORD-11470,2025-01-23,Ayacucho,Sierra Sur,Terrestre,Estándar,620.08,4,6.18,6,7.98,Alta,Jueves,Baja,0
ORD-11471,2025-11-24,Tacna,Costa Sur,Terrestre,Estándar,1380.29,7,9.45,7,7.52,Alta,Lunes,Alta,1
ORD-11472,2025-09-12,Ayacucho,Sierra Sur,Terrestre,Estándar,601.2,4,5.41,5,5.34,Baja,Viernes,Media,0
ORD-11473,2025-06-13,Lima,Lima y Callao,Terrestre,Estándar,124.64,3,8.24,6,17.24,Baja,Viernes,Media,0
ORD-11474,2025-03-17,Callao,Lima y Callao,Terrestre,Mismo Día,16.56,1,7.38,6,7.79,Media,Lunes,Media,0
ORD-11475,2025-12-23,Arequipa,Costa Sur,Terrestre,Estándar,988.46,6,9.18,5,6.06,Baja,Martes,Alta,1
ORD-11476,2025-04-21,Callao,Lima y Callao,Terrestre,Express,18.59,2,7.9,6,5.12,Alta,Lunes,Media,0
ORD-11477,2025-06-29,Apurímac,Sierra Sur,Terrestre,Estándar,740.35,6,5.47,5,6.3,Baja,Domingo,Media,0
ORD-11478,2025-05-24,Ayacucho,Sierra Sur,Terrestre,Estándar,695.77,5,4.81,3,3.25,Alta,Sábado,Baja,0
ORD-11479,2025-03-26,Lima,Lima y Callao,Terrestre,Express,109.08,2,8.17,5,13.14,Alta,Miércoles,Alta,0
ORD-11480,2025-06-02,Lima,Lima y Callao,Terrestre,Express,98.4,2,5.63,4,6.18,Alta,Lunes,Media,0
ORD-11481,2025-02-25,Arequipa,Costa Sur,Terrestre,Express,1019.82,3,7.33,5,11.44,Media,Martes,Baja,0
ORD-11482,2025-01-01,La Libertad,Costa Norte,Terrestre,Estándar,620.07,4,6.17,3,3.78,Baja,Miércoles,Alta,0
ORD-11483,2025-04-16,Lima,Lima y Callao,Terrestre,Estándar,99.89,3,11.84,7,14.72,Alta,Miércoles,Alta,0
ORD-11484,2025-02-10,Callao,Lima y Callao,Terrestre,Express,56.21,2,5.28,7,5.36,Media,Lunes,Baja,0
ORD-11485,2025-06-01,Junín,Sierra Centro,Terrestre,Express,379.12,2,6.05,5,6.68,Alta,Domingo,Media,0
ORD-11486,2025-11-11,Arequipa,Costa Sur,Terrestre,Estándar,1054.53,6,6.13,5,4.39,Media,Martes,Media,0
ORD-11487,2025-03-01,Callao,Lima y Callao,Terrestre,Estándar,30.76,3,5.9,5,5.12,Baja,Sábado,Baja,0
ORD-11488,2025-01-01,Lambayeque,Costa Norte,Terrestre,Estándar,859.1,5,5.01,4,4.95,Alta,Miércoles,Media,0
ORD-11489,2025-02-10,Ucayali,Selva Centro-Sur,Terrestre,Estándar,746.3,4,5.74,5,3.91,Alta,Lunes,Media,0
ORD-11490,2025-07-05,Ucayali,Selva Centro-Sur,Terrestre,Estándar,861.18,6,5.76,5,3.03,Baja,Sábado,Media,0
ORD-11491,2025-04-11,Tumbes,Costa Norte,Terrestre,Estándar,1334.61,7,7.04,5,8.87,Media,Viernes,Media,0
ORD-11492,2025-06-28,La Libertad,Costa Norte,Terrestre,Express,575.07,3,9.66,10,6.04,Baja,Sábado,Alta,0
ORD-11493,2025-01-11,Arequipa,Costa Sur,Terrestre,Estándar,960.91,6,9.02,7,17.53,Media,Sábado,Media,0
ORD-11494,2025-05-02,Ica,Costa Sur,Terrestre,Estándar,282.68,3,5.94,6,4.95,Media,Viernes,Media,0
ORD-11495,2025-05-30,Cusco,Sierra Sur,Terrestre,Estándar,1048.44,6,5.76,6,9.4,Media,Viernes,Baja,1
ORD-11496,2025-06-07,Áncash,Costa Norte,Terrestre,Estándar,500.86,4,5.76,3,4.76,Baja,Sábado,Alta,0
ORD-11497,2025-07-21,Arequipa,Costa Sur,Terrestre,Express,1072.92,3,3.81,1,0.9,Baja,Lunes,Media,0
ORD-11498,2025-10-12,Lambayeque,Costa Norte,Terrestre,Estándar,779.65,5,8.98,9,13.32,Media,Domingo,Media,0
ORD-11499,2025-06-20,Ica,Costa Sur,Terrestre,Estándar,359.97,4,5.86,5,6.71,Baja,Viernes,Media,0
ORD-11500,2025-11-04,Callao,Lima y Callao,Terrestre,Mismo Día,45.84,1,11.32,6,9.55,Media,Martes,Alta,0
ORD-11501,2025-07-13,Lima,Lima y Callao,Terrestre,Express,132.63,2,5.11,4,8.17,Media,Domingo,Media,0
ORD-11502,2025-04-06,Junín,Sierra Centro,Aéreo,Express,330.37,2,5.74,5,8.69,Media,Domingo,Media,0
ORD-11503,2025-03-25,Piura,Costa Norte,Terrestre,Estándar,963.89,6,6.54,7,5.91,Media,Martes,Baja,0
ORD-11504,2025-04-28,Cusco,Sierra Sur,Terrestre,Express,939.1,3,5.47,6,6.89,Baja,Lunes,Media,0
ORD-11505,2025-08-07,Lima,Lima y Callao,Terrestre,Mismo Día,15.69,1,4.81,4,3.77,Baja,Jueves,Media,0
ORD-11506,2025-03-30,Callao,Lima y Callao,Terrestre,Estándar,49.0,3,7.81,7,6.36,Alta,Domingo,Baja,0
ORD-11507,2025-11-30,Lima,Lima y Callao,Terrestre,Mismo Día,44.01,1,5.59,4,6.03,Alta,Domingo,Media,0
ORD-11508,2025-06-25,Cajamarca,Sierra Norte,Terrestre,Estándar,896.36,5,6.7,6,9.52,Alta,Miércoles,Media,0
ORD-11509,2025-11-12,Cajamarca,Sierra Norte,Aéreo,Estándar,924.03,5,3.84,3,4.72,Alta,Miércoles,Media,0
ORD-11510,2025-09-07,Lima,Lima y Callao,Terrestre,Estándar,25.36,3,5.54,6,8.39,Media,Domingo,Baja,0
ORD-11511,2025-05-02,Cusco,Sierra Sur,Terrestre,Express,1052.09,3,7.58,5,7.63,Alta,Viernes,Alta,1
ORD-11512,2025-03-25,Cajamarca,Sierra Norte,Terrestre,Express,921.6,3,6.02,3,3.17,Media,Martes,Media,1
ORD-11513,2025-09-29,San Martín,Selva Norte,Terrestre,Express,1198.84,4,7.34,4,8.88,Media,Lunes,Alta,1
ORD-11514,2025-05-01,Áncash,Costa Norte,Terrestre,Estándar,388.63,4,5.47,4,6.52,Alta,Jueves,Media,0
ORD-11515,2025-04-01,Lima,Lima y Callao,Terrestre,Estándar,158.6,3,4.29,3,3.71,Media,Martes,Media,0
ORD-11516,2025-12-06,Lima,Lima y Callao,Terrestre,Express,127.45,2,8.29,5,10.15,Media,Sábado,Alta,0
ORD-11517,2025-06-26,Cusco,Sierra Sur,Aéreo,Express,1092.45,3,6.68,7,6.57,Media,Jueves,Alta,0
ORD-11518,2025-01-18,Lambayeque,Costa Norte,Terrestre,Express,773.03,3,14.86,12,15.08,Baja,Sábado,Alta,1
ORD-11519,2025-06-30,Arequipa,Costa Sur,Terrestre,Express,1047.67,3,7.59,4,7.13,Media,Lunes,Alta,0
ORD-11520,2025-06-18,Lima,Lima y Callao,Terrestre,Express,122.86,2,4.91,3,2.18,Alta,Miércoles,Media,0
ORD-11521,2025-11-12,Callao,Lima y Callao,Terrestre,Estándar,31.77,3,5.34,2,6.8,Media,Miércoles,Media,0
ORD-11522,2025-09-17,Callao,Lima y Callao,Terrestre,Mismo Día,75.16,1,9.7,7,6.67,Baja,Miércoles,Alta,0
ORD-11523,2025-03-11,Ica,Costa Sur,Terrestre,Estándar,343.16,3,9.84,10,9.6,Media,Martes,Alta,1
ORD-11524,2025-02-24,Puno,Sierra Sur,Terrestre,Express,1358.81,4,7.46,5,6.12,Media,Lunes,Alta,0
ORD-11525,2025-08-09,Loreto,Selva Norte,Multimodal,Estándar,1479.24,7,4.15,2,3.53,Media,Sábado,Media,1
ORD-11526,2025-01-18,San Martín,Selva Norte,Terrestre,Estándar,1089.83,7,8.19,4,7.1,Media,Sábado,Alta,1
ORD-11527,2025-04-27,Lima,Lima y Callao,Terrestre,Express,114.84,2,5.71,2,4.77,Media,Domingo,Alta,0
ORD-11528,2025-02-20,Lima,Lima y Callao,Terrestre,Estándar,124.56,2,5.62,4,5.17,Media,Jueves,Media,0
ORD-11529,2025-01-08,Lambayeque,Costa Norte,Terrestre,Express,717.78,3,6.42,5,6.8,Media,Miércoles,Media,0
ORD-11530,2025-12-02,Puno,Sierra Sur,Terrestre,Estándar,1263.81,6,5.33,4,2.35,Media,Martes,Alta,0
ORD-11531,2025-02-02,Lima,Lima y Callao,Terrestre,Estándar,70.79,2,5.03,5,3.88,Media,Domingo,Media,0
ORD-11532,2025-01-04,Junín,Sierra Centro,Terrestre,Estándar,445.35,4,4.64,4,4.37,Media,Sábado,Media,0
ORD-11533,2025-12-07,Lima,Lima y Callao,Terrestre,Estándar,76.57,3,8.53,6,8.3,Baja,Domingo,Media,0
ORD-11534,2025-03-10,Lima,Lima y Callao,Terrestre,Express,135.3,2,6.39,6,6.98,Media,Lunes,Baja,0
ORD-11535,2025-10-26,Arequipa,Costa Sur,Terrestre,Estándar,1010.4,6,5.85,3,4.72,Media,Domingo,Media,0
ORD-11536,2025-01-12,La Libertad,Costa Norte,Terrestre,Estándar,589.66,4,4.74,3,3.67,Media,Domingo,Media,0
ORD-11537,2025-02-26,Ica,Costa Sur,Aéreo,Express,341.59,2,6.28,4,4.54,Alta,Miércoles,Alta,0
ORD-11538,2025-02-10,Piura,Costa Norte,Terrestre,Estándar,973.8,6,9.76,4,13.74,Media,Lunes,Alta,0
ORD-11539,2025-09-15,Junín,Sierra Centro,Terrestre,Express,347.28,2,7.84,7,7.43,Alta,Lunes,Alta,0
ORD-11540,2025-08-15,Madre de Dios,Selva Centro-Sur,Aéreo,Estándar,1068.28,7,7.99,5,9.53,Media,Viernes,Alta,1
ORD-11541,2025-06-23,La Libertad,Costa Norte,Terrestre,Estándar,563.17,4,5.84,8,5.01,Media,Lunes,Baja,0
ORD-11542,2025-03-30,Lima,Lima y Callao,Terrestre,Mismo Día,47.33,1,3.44,4,5.3,Alta,Domingo,Baja,0
ORD-11543,2025-02-02,Ayacucho,Sierra Sur,Terrestre,Estándar,597.86,4,6.03,5,4.17,Media,Domingo,Alta,0
ORD-11544,2025-07-27,Puno,Sierra Sur,Terrestre,Estándar,1382.97,7,9.49,5,14.37,Alta,Domingo,Alta,1
ORD-11545,2025-03-26,Lambayeque,Costa Norte,Terrestre,Estándar,764.7,5,8.09,6,5.82,Alta,Miércoles,Alta,0
ORD-11546,2025-08-04,Cusco,Sierra Sur,Terrestre,Express,958.06,3,7.47,7,8.35,Baja,Lunes,Media,0
ORD-11547,2025-09-08,Cusco,Sierra Sur,Terrestre,Estándar,1016.72,5,6.47,7,5.78,Alta,Lunes,Baja,0
ORD-11548,2025-11-07,Cusco,Sierra Sur,Terrestre,Express,1045.01,3,6.28,3,2.72,Alta,Viernes,Alta,1
ORD-11549,2025-06-30,Junín,Sierra Centro,Terrestre,Estándar,483.26,4,6.53,8,9.05,Media,Lunes,Media,0
ORD-11550,2025-01-02,Lima,Lima y Callao,Terrestre,Estándar,76.1,3,7.86,5,7.4,Baja,Jueves,Alta,0
ORD-11551,2025-04-13,San Martín,Selva Norte,Multimodal,Express,977.42,4,7.66,5,9.77,Media,Domingo,Alta,0
ORD-11552,2025-11-08,Lima,Lima y Callao,Terrestre,Express,93.74,2,3.14,1,1.05,Alta,Sábado,Alta,0
ORD-11553,2025-07-14,Lima,Lima y Callao,Terrestre,Express,142.22,2,9.02,8,7.66,Alta,Lunes,Media,0
ORD-11554,2025-08-14,Lambayeque,Costa Norte,Terrestre,Estándar,816.69,5,4.16,3,6.54,Alta,Jueves,Baja,0
ORD-11555,2025-06-17,Moquegua,Costa Sur,Aéreo,Estándar,1188.36,6,11.02,8,18.97,Media,Martes,Media,0
ORD-11556,2025-03-01,Piura,Costa Norte,Aéreo,Express,1048.99,3,10.89,10,11.66,Baja,Sábado,Media,1
ORD-11557,2025-11-24,Huánuco,Sierra Centro,Terrestre,Estándar,485.22,4,6.96,4,6.35,Media,Lunes,Alta,0
ORD-11558,2025-10-10,Tacna,Costa Sur,Terrestre,Estándar,1436.43,7,4.69,4,10.05,Media,Viernes,Baja,0
ORD-11559,2025-12-30,La Libertad,Costa Norte,Terrestre,Express,543.65,2,11.21,5,19.36,Baja,Martes,Alta,0
ORD-11560,2025-11-09,Loreto,Selva Norte,Multimodal,Estándar,1552.4,7,8.87,6,8.68,Baja,Domingo,Alta,1
ORD-11561,2025-04-17,Tacna,Costa Sur,Terrestre,Estándar,1378.0,7,8.94,5,8.54,Baja,Jueves,Media,0
ORD-11562,2025-04-03,Lima,Lima y Callao,Terrestre,Express,141.53,2,4.28,4,5.39,Baja,Jueves,Baja,0
ORD-11563,2025-04-01,Cajamarca,Sierra Norte,Terrestre,Estándar,884.96,5,5.96,7,4.68,Media,Martes,Baja,0
ORD-11564,2025-12-02,Lima,Lima y Callao,Terrestre,Express,118.6,2,3.37,2,2.67,Media,Martes,Media,0
ORD-11565,2025-07-23,Arequipa,Costa Sur,Terrestre,Express,971.56,3,5.85,4,8.77,Media,Miércoles,Media,0
ORD-11566,2025-06-15,Lima,Lima y Callao,Terrestre,Express,96.04,2,4.83,4,3.82,Media,Domingo,Alta,0
ORD-11567,2025-12-20,Cusco,Sierra Sur,Terrestre,Express,1035.84,3,4.87,4,2.21,Alta,Sábado,Media,0
ORD-11568,2025-08-09,Lima,Lima y Callao,Terrestre,Estándar,95.31,3,7.21,6,9.42,Media,Sábado,Media,0
ORD-11569,2025-11-28,Puno,Sierra Sur,Terrestre,Estándar,1398.17,7,7.49,6,3.3,Media,Viernes,Media,0
ORD-11570,2025-12-26,Callao,Lima y Callao,Terrestre,Estándar,33.63,3,4.97,2,1.62,Media,Viernes,Alta,0
ORD-11571,2025-01-29,La Libertad,Costa Norte,Terrestre,Estándar,580.27,4,3.32,4,2.56,Media,Miércoles,Baja,0
ORD-11572,2025-05-12,Lima,Lima y Callao,Terrestre,Express,69.33,2,6.76,5,2.81,Media,Lunes,Alta,0
ORD-11573,2025-09-25,La Libertad,Costa Norte,Terrestre,Express,631.7,3,8.81,7,13.38,Media,Jueves,Media,0
ORD-11574,2025-10-24,Cajamarca,Sierra Norte,Terrestre,Estándar,920.13,5,6.79,6,7.41,Media,Viernes,Baja,1
ORD-11575,2025-02-24,Áncash,Costa Norte,Terrestre,Express,453.16,2,9.78,6,18.18,Media,Lunes,Baja,0
ORD-11576,2025-04-27,La Libertad,Costa Norte,Aéreo,Express,566.11,3,4.56,4,6.49,Media,Domingo,Baja,0
ORD-11577,2025-07-20,Lima,Lima y Callao,Terrestre,Estándar,123.22,2,5.48,3,9.57,Baja,Domingo,Media,0
ORD-11578,2025-10-19,Lima,Lima y Callao,Terrestre,Estándar,105.57,3,5.4,5,4.22,Media,Domingo,Media,0
ORD-11579,2025-02-11,Cajamarca,Sierra Norte,Terrestre,Estándar,783.96,6,8.22,8,11.19,Media,Martes,Baja,0
ORD-11580,2025-08-08,Lambayeque,Costa Norte,Aéreo,Express,767.58,3,2.53,4,2.66,Media,Viernes,Baja,0
ORD-11581,2025-04-19,Junín,Sierra Centro,Terrestre,Estándar,360.96,4,5.57,6,6.76,Media,Sábado,Baja,0
ORD-11582,2025-03-20,Cusco,Sierra Sur,Terrestre,Express,1036.21,3,7.26,5,11.11,Baja,Jueves,Alta,1
ORD-11583,2025-07-08,Lima,Lima y Callao,Terrestre,Express,43.86,2,5.7,2,2.39,Media,Martes,Alta,0
ORD-11584,2025-06-01,Huánuco,Sierra Centro,Terrestre,Estándar,423.78,5,5.73,6,6.56,Media,Domingo,Media,0
ORD-11585,2025-08-21,Lima,Lima y Callao,Terrestre,Express,22.77,2,4.05,3,4.05,Media,Jueves,Media,0
ORD-11586,2025-04-26,Puno,Sierra Sur,Terrestre,Estándar,1269.2,6,5.97,6,7.96,Media,Sábado,Baja,1
ORD-11587,2025-10-28,Lima,Lima y Callao,Terrestre,Estándar,63.53,2,6.72,7,8.9,Baja,Martes,Media,0
ORD-11588,2025-01-29,Lima,Lima y Callao,Terrestre,Estándar,123.45,3,4.97,3,6.57,Baja,Miércoles,Media,0
ORD-11589,2025-11-11,Arequipa,Costa Sur,Terrestre,Express,1019.01,3,4.58,4,3.78,Media,Martes,Media,0
ORD-11590,2025-01-11,Callao,Lima y Callao,Terrestre,Mismo Día,36.67,1,5.46,3,3.48,Baja,Sábado,Media,0
ORD-11591,2025-09-26,Arequipa,Costa Sur,Terrestre,Estándar,1039.34,6,5.44,3,3.97,Media,Viernes,Media,0
ORD-11592,2025-05-07,Lima,Lima y Callao,Terrestre,Estándar,89.76,4,4.85,4,3.38,Media,Miércoles,Baja,0
ORD-11593,2025-05-20,Pasco,Sierra Centro,Terrestre,Estándar,297.0,2,7.24,5,5.17,Alta,Martes,Alta,0
ORD-11594,2025-01-07,Callao,Lima y Callao,Terrestre,Mismo Día,27.93,1,5.89,4,6.93,Media,Martes,Media,0
ORD-11595,2025-09-14,Callao,Lima y Callao,Terrestre,Mismo Día,27.93,1,8.37,7,6.21,Baja,Domingo,Alta,1
ORD-11596,2025-03-02,Ica,Costa Sur,Terrestre,Estándar,302.93,3,12.92,7,28.27,Media,Domingo,Media,1
ORD-11597,2025-08-29,Lima,Lima y Callao,Terrestre,Express,82.21,2,9.04,4,9.83,Media,Viernes,Alta,0
ORD-11598,2025-09-22,Lima,Lima y Callao,Terrestre,Estándar,75.61,3,5.74,4,5.31,Baja,Lunes,Alta,0
ORD-11599,2025-11-05,Lima,Lima y Callao,Terrestre,Express,91.26,2,7.82,4,6.27,Alta,Miércoles,Alta,0
ORD-11600,2025-09-16,Puno,Sierra Sur,Terrestre,Express,1503.92,4,4.25,5,8.66,Media,Martes,Baja,0
ORD-11601,2025-04-21,Huánuco,Sierra Centro,Terrestre,Estándar,440.82,5,3.21,3,4.58,Baja,Lunes,Baja,0
ORD-11602,2025-09-27,Lima,Lima y Callao,Terrestre,Estándar,87.68,4,8.66,8,10.21,Baja,Sábado,Media,0
ORD-11603,2025-10-29,Lima,Lima y Callao,Terrestre,Express,83.93,2,11.16,6,24.1,Alta,Miércoles,Media,1
ORD-11604,2025-04-26,Huánuco,Sierra Centro,Terrestre,Express,498.65,2,5.46,4,3.92,Alta,Sábado,Media,0
ORD-11605,2025-02-15,Puno,Sierra Sur,Terrestre,Estándar,1411.57,7,9.16,6,6.65,Alta,Sábado,Alta,0
ORD-11606,2025-11-21,Arequipa,Costa Sur,Aéreo,Express,1050.9,3,6.89,5,6.5,Media,Viernes,Alta,0
ORD-11607,2025-02-23,Lima,Lima y Callao,Terrestre,Express,55.91,2,8.57,5,8.16,Media,Domingo,Alta,0
ORD-11608,2025-08-05,Lima,Lima y Callao,Terrestre,Estándar,81.08,3,8.71,5,14.79,Baja,Martes,Baja,0
ORD-11609,2025-03-28,Puno,Sierra Sur,Aéreo,Express,1434.17,4,7.01,5,6.04,Media,Viernes,Alta,1
ORD-11610,2025-02-15,Lima,Lima y Callao,Terrestre,Express,75.05,2,5.99,5,7.86,Media,Sábado,Media,0
